simulation_id,wind_speed,fuel_load_category,control_fuel_load,treatment_fuel_load,control_fuel_height,treatment_fuel_height,control_fuel_moisture_content,treatment_fuel_moisture_content,control_sav,treatment_sav,circle_radius,fuel_model,resolution
511,1.5102,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
512,1.602,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
513,1.6939,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
514,1.7857,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
515,1.8776,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
516,1.9694,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
517,2.0612,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
518,2.1531,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
519,2.2449,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
520,2.3367,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
521,2.4286,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
522,2.5204,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
523,2.6122,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
524,2.7041,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
525,2.7959,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
526,2.8878,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
527,2.9796,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
528,3.0714,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
529,3.1633,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
530,3.2551,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
531,3.3469,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
532,3.4388,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
533,3.5306,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
534,3.6224,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
535,3.7143,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
536,3.8061,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
537,3.898,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
538,3.9898,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
539,4.0816,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
540,4.1735,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
541,4.2653,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
542,4.3571,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
543,4.449,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
544,4.5408,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
545,4.6327,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
546,4.7245,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
547,4.8163,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
548,4.9082,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
549,5.0,medium,0.19,0.095,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
550,0.5,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
551,0.5918,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
552,0.6837,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
553,0.7755,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
554,0.8673,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
555,0.9592,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
556,1.051,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
557,1.1429,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
558,1.2347,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
559,1.3265,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
560,1.4184,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
561,1.5102,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
562,1.602,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
563,1.6939,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
564,1.7857,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
565,1.8776,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
566,1.9694,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
567,2.0612,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
568,2.1531,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
569,2.2449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
570,2.3367,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
571,2.4286,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
572,2.5204,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
573,2.6122,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
574,2.7041,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
575,2.7959,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
576,2.8878,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
577,2.9796,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
578,3.0714,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
579,3.1633,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
580,3.2551,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
581,3.3469,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
582,3.4388,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
583,3.5306,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
584,3.6224,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
585,3.7143,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
586,3.8061,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
587,3.898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
588,3.9898,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
589,4.0816,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
590,4.1735,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
591,4.2653,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
592,4.3571,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
593,4.449,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
594,4.5408,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
595,4.6327,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
596,4.7245,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
597,4.8163,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
598,4.9082,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
599,5.0,low,0.07,0.035,0.6096,0.1524,0.15,0.15,6561,6561,1.8288,pfm,fine
